epoch,train_loss,val_loss,train_rmse,train_mae,train_explained_variance,train_r2,val_rmse,val_mae,val_explained_variance,val_r2,train_TP50,train_TP75,train_TP90,val_TP50,val_TP75,val_TP90
1,45939.876070030565,997535.6625,121.3016506338718,101.20028646620746,0.15351606891743813,0.3106217336953933,998.6930887858073,927.8501993815104,0.02363777610990736,-14.332318719228109,96.42316841380865,115.81465277412447,135.74408905476207,933.0017211914062,957.9168009440104,976.8768819173177
2,2662.7096715951066,16195.768684895833,49.33558477617208,34.75109712449078,0.1490340400107901,0.9282825043011909,126.7649637858073,107.57535400390626,0.32444742639859514,0.7511656085650126,29.921363527305953,46.664179885736566,63.7502883528067,109.66861012776693,130.44134394327799,146.9470308939616
3,2570.527951292413,4276.813492838542,48.6757284747008,34.55889754514814,0.13326583616903148,0.9292496714631883,63.442692311604816,41.01153755187988,0.32060664508077835,0.9360064168771108,29.74477343379703,46.24315348828687,63.103519567385874,37.074388694763186,54.30047162373861,71.75115445454915
4,2466.745457605338,3675.7487182617188,47.709182819063194,34.109688355832915,0.15159827858168057,0.9308779267087641,57.4950979868571,35.727645556131996,0.30951953768730167,0.9462180395921072,29.5327905710771,45.53619571510219,62.250798740147545,29.51785570780436,46.91271184285482,66.97404429117839
5,2114.3918495337834,8008.23466796875,44.06444971731018,31.60467287486567,0.3537992371009815,0.9360333409269485,88.5488510131836,75.03507041931152,0.2731738466686674,0.8789657056331635,27.547070355594908,42.400259520718244,57.501418173562534,73.23252143859864,91.94677403767903,109.5017916361491
6,1437.4806286161415,5313.352514648437,36.683632790792934,26.671065805347396,0.5608945684619201,0.9454061463786967,70.47116686503092,51.21960309346517,0.28646205875608655,0.9214992781480154,23.681367706554205,35.98038041342252,47.725023612816464,45.88509356180827,65.85243581136068,87.12495346069336
7,1398.199591089991,20594.328255208333,36.167746148847634,26.30458033733288,0.5448210166089205,0.9460885896343566,143.2250493367513,126.33236211140951,0.3109851519266765,0.6842663586139679,23.37969920824761,35.460261532452314,47.0757454748433,127.4194465637207,148.14393768310546,164.784076944987
8,1200.7208977224439,193074.01822916666,33.78414079035675,24.757248842566582,0.5635417571127667,0.9530839600822417,438.50902506510414,324.51235046386716,-0.41468300302823385,-1.977712055047353,21.873178354367052,33.45861974420907,44.52851219656078,330.0459004720052,361.2415466308594,382.7473551432292
9,1208.7651944340023,923661.0291666667,33.78638344928311,24.775543611917534,0.5605468446739547,0.948778847770212,960.9026082356771,773.1652221679688,0.02410011556413438,-13.192255560557047,22.00840945622911,33.48932194410508,44.3575976383736,777.1490865071614,802.6542785644531,821.676816813151
10,1166.9411511281544,355182.1041666667,33.23805063638727,24.47484069888063,0.5561038589710308,0.9493066294422708,595.539735921224,465.24549357096356,-0.22781514075067305,-4.456646347045899,21.75350123369544,33.10404510178825,43.8565113913564,467.3342356363932,496.4817148844401,517.9136454264323
11,1153.27659064257,1560158.475,32.94961187929289,24.276375511201355,0.5528512456593319,0.9496296018237349,1248.9137329101563,1004.044991048177,0.12267364462216697,-22.972664324442544,21.528327036103445,32.51263831549608,43.3746825341899,1007.3805216471354,1032.2217346191405,1049.3937052408853
12,1129.8664129408833,2173750.7625,32.73478353971218,24.190789585831773,0.5652080531067095,0.949856786797735,1474.1352498372396,1200.3767456054688,-0.20955929438273108,-32.39211489359538,21.561664501493446,32.5753791601588,43.31368241250266,1202.5512166341146,1230.9537923177083,1253.3767903645833
