epoch,train_loss,val_loss,train_rmse,train_mae,train_explained_variance,train_r2,val_rmse,val_mae,val_explained_variance,val_r2,train_TP50,train_TP75,train_TP90,val_TP50,val_TP75,val_TP90
1,16323.668338025464,7679.504671223958,93.78850234602285,71.4853669968609,-0.03279485783934745,0.7273428175738665,86.10289306640625,65.289501953125,0.049393673644711575,0.8822181483109792,65.66387417525925,91.67320707951629,115.57875713843183,62.58183949788411,87.48519655863444,108.10266774495443
2,6596.651688452046,11157.927701822917,77.18603605007029,56.120775645746846,0.042033893840068906,0.8713841742551477,104.27442754109701,84.1869295756022,0.08369998894631862,0.8278536995251974,50.250414820395754,75.31267595490651,98.87326814340248,82.96157353719076,109.85173568725585,130.67950490315755
3,5635.140396692763,5316.814916992187,71.74679729828775,51.37997237009982,0.13551737563918387,0.8854575364160737,70.70407295227051,50.80103365580241,0.19488832584271829,0.9214613715807597,45.827647508437664,68.90892657675005,91.24552960575375,44.66569430033366,67.32018458048502,91.03522644042968
4,9557.180841294292,5540.25693359375,85.73909448280494,63.661405156347044,-0.09638904266405204,0.8282934325010707,72.45507164001465,51.524610137939455,0.03298610455046098,0.9177724659442902,57.94319436141138,84.15372165376671,108.64503959432307,45.55288740793864,68.59999605814616,91.99677861531576
5,6031.770786173673,5093.1016031901045,74.41083398922717,53.0931430321857,0.040760473072992555,0.8792589129763169,69.6092918395996,49.24180959065755,0.06211423982555667,0.9230155706405639,47.22669406715297,71.60812636499125,95.33646419956095,44.73431930541992,66.6783317565918,86.59424069722493
6,6534.889614727706,4594.075610351562,76.99103343436907,55.54984117452071,0.0729743251182474,0.8715077117397196,65.89618034362793,45.98849054972331,0.09557629295935234,0.931412277619044,49.459845028163,74.57771585376692,98.75021951268407,40.4670991897583,61.66028480529785,82.51401112874349
7,5072.84291593799,2802.0041463216144,67.52560073661006,48.096087363973325,0.1535856753244809,0.8934678829364697,51.279398600260414,36.47276859283447,0.28416586592793464,0.9583875040213267,42.42577879997477,64.72405159124271,86.05990453744035,32.14803975423177,48.12065887451172,65.21523475646973
8,2396.349273553952,1642.619022623698,47.17999183782474,33.52041013071228,0.42766863567887115,0.9315252181875157,40.11786257425944,28.84181811014811,0.5726700112223625,0.9751020689805349,29.196864714682352,45.06488099357573,60.8078542892903,25.851353518168132,38.8010134379069,51.69423001607259
9,1496.5697590975583,1208.40517578125,37.4942009179662,26.62609050064406,0.6108284284941322,0.9446062488037174,34.30004056294759,25.138218498229982,0.5626255164543787,0.981818167368571,23.05592601967656,35.999238305510836,48.74320702971774,21.66247215270996,34.04811878204346,46.351332346598305
10,1371.4946089868267,1464.7126118977865,35.87684360009357,25.86040844777638,0.609732996563283,0.9463716428648976,37.801433372497556,29.281796010335288,0.6181046038866043,0.9779438634713491,22.585433385362187,34.76738893836113,47.025748280800535,26.830215454101562,39.4559076944987,50.74225845336914
11,1191.4040787828517,2425.1798014322917,33.4771184881362,24.361159468295686,0.6437974315308128,0.9489850524080349,48.89128138224284,35.39026317596436,0.6533497164646784,0.962822578350703,21.292617426756536,32.8460287788423,44.39244695687394,33.411283047993976,46.09690424601237,57.781514994303386
12,1197.9379594236239,945.7082397460938,33.534209989603596,24.42004703378079,0.6537048055957925,0.9531402104070495,30.379515647888184,22.411459795633952,0.6664960980415344,0.985739678144455,21.35065921480187,32.745966971169956,44.208650604950336,19.8383350054423,30.37645460764567,40.568577448527016
13,1085.2312945122499,1620.947422281901,32.016592616316665,23.41768925559072,0.6700907676913249,0.9547346301657386,39.95649922688802,28.82668685913086,0.659794932603836,0.9752909143765768,20.325050342033098,31.40726790966848,42.64166174373866,26.135194079081217,38.45915552775065,49.67065594991048
14,1030.3478961769008,869.3975718180338,31.074062698555792,22.802852494946084,0.6832104928199217,0.9513858292392108,29.19697831471761,21.28921915690104,0.6948382318019867,0.9867907126744588,19.859495011333642,30.722247638462978,41.44637729533048,18.411100737253825,28.664347839355468,38.960366821289064
15,900.1235454990275,842.5931783040364,29.18399903365259,21.230650267341645,0.6953760820078551,0.9532615978847487,28.742715962727864,21.17808354695638,0.70749784608682,0.9872117916742961,18.35905753019963,28.519211150612293,38.890661997775155,18.342813968658447,28.432946586608885,38.38184159596761
16,965.4284065278504,824.5310150146485,30.18784651496919,22.28530033861743,0.7026188886065862,0.9523322317889544,28.499745305379232,21.2211451848348,0.6994169602791468,0.987445882956187,19.58428902007546,30.020468133264007,40.18080015461814,18.2598770459493,28.427570152282716,38.52907803853353
17,939.5406089367727,783.4203674316407,29.77296167637015,21.88444491510112,0.6772874800418212,0.9527273706811242,27.693763478597006,20.702446111043294,0.7068681220213572,0.9881821274757385,19.05181112249526,29.390224863794558,39.82451491575361,17.89461301167806,27.748381423950196,37.615133921305336
18,879.3481183550847,711.5135935465495,28.783355720871164,21.063568641949896,0.7014859246409588,0.9536029452060556,26.388865089416505,18.964433224995933,0.7212331881125768,0.989235806465149,18.202640473593227,28.402899187479058,38.49256414150094,16.015852832794188,25.689630444844564,35.23629938761393
19,906.971625802906,779.7586496988932,29.210396243937346,21.4890388065801,0.7180985865732616,0.9532204582102628,27.723273022969565,20.762761052449545,0.7221772243579229,0.9881535291671752,18.769922635545292,28.9221450374715,39.11515892699174,17.952727286020913,27.88366839090983,37.551106707255045
20,964.1842000155269,1444.6988911946614,29.988248849014855,22.195825357317425,0.7120104641595146,0.9523492475433828,37.58461469014485,28.129069519042968,0.7235813478628794,0.9782110194365183,19.496360012676924,29.831694168026974,39.94638209961448,25.3444362004598,37.40604941050211,49.18325055440267
21,913.9858884931109,773.8883595784505,29.325852517802346,21.446139375535015,0.7147757912904149,0.9530644134996327,27.5615665435791,20.805893262227375,0.7356650123993556,0.9882673005263011,18.589883644710525,28.86095017469079,39.061907125816184,18.275791931152344,27.826198768615722,37.5368314743042
22,834.3963620493103,787.8273478190105,28.032964586712826,20.59209800065811,0.727381784796216,0.9542351794043346,27.695866457621257,20.388244438171387,0.7388913373152415,0.9881521622339885,17.92036127545345,27.6771311660192,37.43883193586661,17.547381846110024,27.592034594217935,36.902182006835936
23,865.0111262748431,690.9157897949219,28.592305754019126,21.07833258177945,0.7180699168482335,0.9537525194459381,26.029046885172527,18.886503092447917,0.7343682338794072,0.9895274003346761,18.465634322066688,28.358086366533733,38.14807235047408,16.173367277781168,25.4553778330485,34.757249450683595
24,786.1151156245913,631.2337870279948,27.221634262276496,20.01837052460994,0.7345562760550607,0.9549417226384375,24.90678679148356,18.167325941721597,0.7465552151203155,0.9904173731803894,17.442084428156768,26.827697338918263,36.40459072639753,15.405457242329915,24.53577226003011,33.58839734395345
25,779.1119351566587,775.7568003336588,27.095647157485516,19.979958330737,0.7397810774368222,0.9550569478936773,27.604800923665366,19.844800821940105,0.722865050037702,0.9881906231244405,17.360371892921098,26.868290314614523,36.4165129082971,16.995290120442707,26.741132481892905,36.361173184712726
26,774.2882225643142,884.6058532714844,27.009388688219143,19.88985123095652,0.7131216735520622,0.9551622376282345,29.61024742126465,22.635128021240234,0.7504865924517313,0.9865095178286235,17.337490588551287,26.84729767643757,36.176549049600894,20.694686953226725,30.613518079121906,39.36748682657878
27,764.1447699000147,777.7645050048828,26.83657816164663,19.690883385087655,0.7354280006561319,0.9552929501154432,27.572224807739257,20.431331380208334,0.7423847893873851,0.9882345616817474,17.130286005251577,26.528430483830025,35.932844952060584,17.716694895426432,27.271736907958985,37.27943331400554
28,737.75731502517,809.9958913167318,26.405674938377476,19.371450515970526,0.7329237984812909,0.9556441618807645,28.20084940592448,20.8823034286499,0.7318571617205938,0.9876969079176585,16.83972207472414,26.02629095739899,35.30630932891718,18.17073745727539,28.370953051249185,37.939186350504556
29,770.8360746375687,1153.9822041829427,26.962689794755878,19.92014966749247,0.7398207821107808,0.9552055268108096,33.52942835489909,24.27903029123942,0.7091043164332708,0.9823776602745056,17.393959045410156,26.832613422282073,36.11806614927667,21.416306686401366,32.5701478322347,43.263963826497395
30,750.847841909241,691.620780436198,26.62168504403725,19.55464974008345,0.730203080540484,0.9554168055745847,25.988145637512208,18.99325761795044,0.7551339288552602,0.9895478188991547,17.06894359828039,26.314176583389855,35.45600168874573,16.457107639312746,25.755096626281738,34.54200445810954
31,754.7469032957963,689.1750956217448,26.707613494106916,19.667053992778186,0.736765937850456,0.9553825603369389,26.00078913370768,19.22220401763916,0.7565364936987559,0.9895556688308715,17.07228075610045,26.449011734838766,35.78069532865261,16.627319780985513,26.08199971516927,34.844158299764
32,743.3771292075951,817.4319519042969,26.461473305355057,19.485440693141026,0.7433017390043666,0.9555673923452529,28.392517280578613,21.456145668029784,0.7584648211797078,0.9875565509001414,16.953544381273343,26.317194224401497,35.43966203952933,18.934930674235027,28.76692924499512,38.17763214111328
33,762.9350974110879,687.9752777099609,26.764638413944006,19.67550470040932,0.7407837730820708,0.9552902207713746,26.051832135518392,18.933413473765054,0.7516186436017355,0.9895591259002685,17.143271733527403,26.438698221948854,35.78574901245628,16.292994689941406,25.370776176452637,34.58257573445638
