epoch,Train_loss,Valid_loss,Train_f1_score,Train_pix_acc,Train_IoU,Valid_f1_score,Valid_pix_acc,Valid_IoU
1,0.016785932704806328,0.01817356767680715,0.8908568026246874,0.9842602601841061,0.872712280848933,0.9055469738132823,0.979086446762085,0.8788223145597743
2,0.019245445728302002,0.01774465833485377,0.908523295560099,0.9862437288216325,0.8891615193393475,0.9037184903107621,0.9793026765187581,0.8846396933546685
3,0.017291994765400887,0.0174360168049065,0.9096133389289381,0.9864304030716294,0.891994021080318,0.9023944733000522,0.9794147332509359,0.8891927155813804
4,0.017298122867941856,0.01740348947179668,0.9101580974025428,0.9865416810697479,0.8935836515623498,0.9022104483029967,0.9794403076171875,0.8888028715880071
5,0.01846751943230629,0.01765446301487063,0.909157611572804,0.9862820817239629,0.8897531095823907,0.9043765107173538,0.9793008486429851,0.8854340784666925
6,0.01924271136522293,0.017276831526904048,0.9097581870628411,0.9864659499322344,0.892460909888484,0.9035708789325173,0.9795109748840332,0.8884991201277476
7,0.016025234013795853,0.017398780877036706,0.9103715077495733,0.9866498731217295,0.8950925262049613,0.9007234121945444,0.9794995228449503,0.8896064744847275
8,0.018774742260575294,0.017145636248864046,0.9099816148867558,0.9866117631364418,0.894427084469786,0.9056096567477491,0.9796237150828043,0.887319144944787
9,0.020278286188840866,0.017876454229865755,0.9104969795110703,0.9867478706551798,0.8963813948591095,0.9050311642767207,0.979047441482544,0.8825012768306724
10,0.018377643078565598,0.017060269429465803,0.9105296123913045,0.9867515903848773,0.8965371510878414,0.9036888552145468,0.9796486536661784,0.8905177884188162
11,0.017373356968164444,0.017083099651925202,0.9108131212324598,0.986832801650905,0.897522409597943,0.9065682468844791,0.9796931107838949,0.8862259015972666
12,0.020587895065546036,0.016885662052248205,0.9106368181275636,0.9868183305928292,0.8972775023000256,0.9059659311505508,0.9798046509424846,0.8905573876061913
13,0.019799429923295975,0.017230585898358783,0.9106430963320012,0.9868146948344553,0.8970548084130251,0.904978356377065,0.9797150214513143,0.888215856724952
14,0.01655530370771885,0.016907057771850535,0.9104976486325993,0.9868305784101506,0.8974964541829318,0.9021727273343287,0.9798515160878499,0.8946587275160487
15,0.016326159238815308,0.01682011239199328,0.910910824153994,0.9868877029019082,0.8983178537481542,0.9043267469126431,0.9798590262730916,0.8924984763675897
