epoch,Train_loss,Valid_loss,Train_f1_score,Train_pix_acc,Train_IoU,Valid_f1_score,Valid_pix_acc,Valid_IoU
1,0.022234730422496796,0.018923123868010126,0.8896843133496579,0.9840632094777105,0.8683794377599549,0.8962770886699116,0.9787250836690267,0.8852089943314444
2,0.015817392617464066,0.0179197634452907,0.9077415125874998,0.9861363374961997,0.8865973136385731,0.9016502437882014,0.9792073090871175,0.8878916915030253
3,0.01547415554523468,0.01772620143102748,0.9090414015252127,0.9863436227074709,0.8897590371068704,0.9056759381888005,0.9793031215667725,0.8849343902856056
4,0.017824599519371986,0.017649226015856286,0.9097454544857099,0.986464139550487,0.8915736861919739,0.9027640827072987,0.9793336868286133,0.8895617276013063
5,0.020311318337917328,0.017810731656661555,0.9098458987409105,0.9865279697522178,0.8925292221215642,0.8957669877148743,0.979192058245341,0.8962288274191655
6,0.01713966578245163,0.01740447774592067,0.9101233018589531,0.9866034639706401,0.8935828329416768,0.9048995465773847,0.9793751955032348,0.8886799449712063
7,0.017394952476024628,0.017373918313063494,0.9103093403784571,0.9866754024033776,0.8945307900695768,0.9042880848360352,0.9795099337895711,0.8902705690428256
8,0.013455087319016457,0.017381389359278337,0.9101971511592469,0.9866520123911604,0.8942669352535993,0.904977557902489,0.9794632037480672,0.8888249306457823
9,0.019115962088108063,0.01728468474407657,0.9104669610849286,0.9867553760920431,0.8956903978661297,0.9047642436385599,0.9795644680658976,0.8909517748853389
10,0.019117020070552826,0.017230392363266785,0.9107684189261231,0.9868128004813844,0.8964746507301472,0.9035801071220073,0.9796211401621501,0.8921934837419684
11,0.017412865534424782,0.017302698698364385,0.9106502816168321,0.9868174858813016,0.8964865775822891,0.905312022169021,0.9795627673467,0.8903351631211488
12,0.017736079171299934,0.017353885689703356,0.9106728842233499,0.9868509644482371,0.8969572159295356,0.9070703248603947,0.979587197303772,0.8869417826172499
13,0.01873566396534443,0.017280406702090714,0.9104056332161683,0.9867538066280213,0.8955825785867179,0.9060476986316018,0.9796213070551555,0.8881821271326047
14,0.01333076786249876,0.01722897552423367,0.9108690550411914,0.9868902640272736,0.8976648518831242,0.9047760212966328,0.9795855681101481,0.8915488782775384
15,0.018017174676060677,0.01721132793972472,0.911246709179613,0.9869315159395806,0.8982188384059486,0.9031302189786128,0.9795778115590413,0.8934622130722419
16,0.01682770811021328,0.017161359932242323,0.91121633639688,0.9869317998426266,0.8982522726872609,0.9036661873410703,0.9796318451563517,0.8932015372646186
17,0.015211190097033978,0.017146400254251074,0.9110441072729044,0.9869239805129589,0.8980367688018428,0.9065448760435534,0.9796248992284139,0.8892252106307631
18,0.015314953401684761,0.017284782079024976,0.9111990986615023,0.9869481052742565,0.8984521062435674,0.9053011488590901,0.9796009222666423,0.8896679567244534
19,0.015228948555886745,0.017262611162512244,0.9110770486030225,0.9869161511867052,0.8980260141887708,0.9038382114555802,0.9796071529388428,0.892494474274484
20,0.020521681755781174,0.017225176855107816,0.9112734810460368,0.9869413255895458,0.8984524613702877,0.9031180619374182,0.9796146710713705,0.8940320940966006
