epoch,Train_loss,Valid_loss,Train_f1_score,Train_pix_acc,Train_IoU,Valid_f1_score,Valid_pix_acc,Valid_IoU
1,0.023909443989396095,0.03095019208032544,0.8078572309390232,0.9794392565761222,0.8135989866754553,0.8154060038881497,0.9745706558227539,0.830922492353857
2,0.03411861136555672,0.03050788916146555,0.828103388394848,0.981807203912635,0.8296838679404279,0.8201356183398831,0.974728274345398,0.8279367323763556
3,0.030004478991031647,0.03038972627152415,0.8281389391725462,0.9819219077408189,0.8311775747998311,0.8237236927950647,0.9748716831207276,0.8248297972753887
4,0.027090230956673622,0.03035546250703956,0.8282682571321509,0.9819771718678985,0.8318845356334745,0.8242250821793171,0.974769393603007,0.8238980567035503
5,0.02997160702943802,0.030339326584289054,0.828308400789842,0.982009279902876,0.8323481005926199,0.8234605584652971,0.9748397032419841,0.8238464252602488
6,0.027497023344039917,0.030299678961394214,0.8283342332635756,0.9820234940486884,0.8325051308101504,0.823810599233505,0.9747854709625244,0.8248169594651694
7,0.0297405868768692,0.03027383760870004,0.8283895960032984,0.9820349521357058,0.8326762116911592,0.8209083663606597,0.9749589045842488,0.8285623109298483
8,0.0296422578394413,0.030491394687350057,0.8279246962278285,0.981885682112016,0.8308437996085082,0.823155952372781,0.9747472763061523,0.824789515938901
9,0.035899583250284195,0.03029037348362578,0.8282168815437061,0.9819939051534144,0.8322565522297628,0.8231128193685245,0.9749038696289063,0.826525832514806
10,0.03278008848428726,0.03025360859367026,0.8283203329396622,0.9820441399980141,0.8328421144414692,0.8232767922994223,0.9748573859532674,0.8258250681489596
11,0.03365245461463928,0.030262600693131695,0.8283009316975629,0.9820576963684594,0.8329825167118087,0.8214551161367087,0.9751110792160034,0.8291360127262962
12,0.027442585676908493,0.03024097580556609,0.8283152849502393,0.9820636533341318,0.8330679593340456,0.8212233207356071,0.9750197887420654,0.8293710754536205
13,0.03160799294710159,0.030288345657852517,0.8281967627004557,0.9819978418090308,0.8322021195230883,0.8227699081622596,0.9748765230178833,0.8267974302635918
14,0.03020917810499668,0.030232319310933602,0.8282341949922545,0.9820544334827479,0.8329562994323015,0.8225971693420127,0.9748948891957601,0.8272008751494526
15,0.03047361597418785,0.030224483194095746,0.8282439731804068,0.9820723543626957,0.8331628759040909,0.824126466983346,0.974853785832723,0.8255648472113412
